Airline,Source,Destination,Stops,Info,Day,Month,Total Distance,Duration Total,Price
Multiple carriers,DEL,COK,1,,12,6,2201.6,660,7354
IndiGo,CCU,BLR,0,,6,3,1547.27,120,4778
IndiGo,DEL,COK,1,,9,6,2201.6,720,6838
Multiple carriers,DEL,COK,1,,6,3,2084.71,720,10276
Jet Airways,BLR,DEL,0,,18,6,1709.71,180,8016
Air India,BLR,DEL,1,,21,3,1722.67,600,4943
IndiGo,BLR,DEL,0,,24,6,1709.71,120,4823
Jet Airways,CCU,BLR,1,,1,4,2500.36,420,12996
Air India,DEL,COK,1,,27,5,2201.6,600,9929
Multiple carriers,DEL,COK,1,,3,6,2201.6,900,9508
Air India,DEL,COK,0,,21,3,2048.6,180,5674
IndiGo,MAA,CCU,0,,18,6,1387.26,120,3858
IndiGo,CCU,BLR,0,,24,5,1547.27,120,4804
Multiple carriers,DEL,COK,1,,27,5,2201.6,660,13377
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,780,12898
Air Asia,CCU,BLR,0,,1,6,1547.27,120,4409
Air Asia,DEL,COK,1,,1,6,2077.09,840,8759
Air India,BLR,DEL,1,,3,3,1977.76,1380,10394
IndiGo,MAA,CCU,0,,18,3,1387.26,120,3858
Air Asia,DEL,COK,1,,15,6,2077.09,300,6253
Jet Airways,DEL,COK,2,,27,5,2263.95,1020,15129
GoAir,CCU,BLR,1,,24,3,1662.88,420,4773
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,1560,9663
Jet Airways,CCU,BLR,1,,12,6,3022.67,960,12692
IndiGo,BLR,DEL,0,,6,6,1709.71,120,3943
Jet Airways,CCU,BLR,1,1.0,12,5,3022.67,1680,10703
IndiGo,DEL,COK,1,,27,3,2201.6,840,8784
Multiple carriers,DEL,COK,1,,9,6,2201.6,540,11622
IndiGo,MAA,CCU,0,,24,5,1387.26,120,5277
Air Asia,DEL,COK,1,,21,5,2077.09,840,8327
IndiGo,DEL,COK,0,,9,3,2048.6,180,6885
Jet Airways,BLR,DEL,0,,12,6,1709.71,180,8016
IndiGo,DEL,COK,1,,1,6,2130.78,300,10112
IndiGo,DEL,COK,1,,6,3,2201.6,480,14871
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,600,10262
Jet Airways,BOM,HYD,0,1.0,24,3,623.54,60,2470
Air India,DEL,COK,2,,9,3,2292.0699999999997,1200,11622
Vistara,CCU,BLR,1,,6,5,3022.67,840,8662
Air India,DEL,COK,2,,24,6,2955.43,1560,11972
Jet Airways,DEL,COK,2,1.0,6,6,2671.33,1140,11992
Jet Airways,DEL,COK,1,1.0,18,5,2201.6,1080,12373
Multiple carriers,DEL,COK,1,,1,6,2201.6,900,7198
Jet Airways,DEL,COK,1,,15,6,2201.6,300,14714
IndiGo,DEL,COK,1,,9,6,2201.6,540,6316
Air India,DEL,COK,1,,27,3,2077.09,840,5998
Jet Airways,CCU,BLR,1,,12,6,2500.36,1260,13044
Multiple carriers,DEL,COK,1,,12,6,2084.71,540,9646
Air Asia,DEL,COK,1,,27,6,2077.09,840,6451
GoAir,DEL,COK,1,,24,6,2201.6,300,5281
Jet Airways,BOM,HYD,0,1.0,1,5,623.54,60,2228
IndiGo,BLR,DEL,0,,1,6,1709.71,120,3943
Air India,DEL,COK,2,,15,6,2993.1899999999996,1200,11753
Jet Airways,DEL,COK,2,,24,6,2263.95,780,12819
Jet Airways,DEL,COK,2,1.0,21,3,3860.0299999999997,1680,8728
SpiceJet,DEL,COK,1,,9,5,2130.78,240,4812
Jet Airways,CCU,BLR,1,,1,5,3022.67,1740,14151
Vistara,CCU,BLR,1,,1,5,3022.67,720,8452
IndiGo,CCU,BLR,1,,24,3,1662.88,300,6762
Jet Airways,BLR,DEL,1,,12,3,1971.87,1080,13817
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,1320,12898
IndiGo,CCU,BLR,1,,6,4,1662.88,240,3480
Jet Airways,BLR,DEL,1,3.0,1,3,1971.87,540,27992
Jet Airways,DEL,COK,2,1.0,21,3,2220.7799999999997,600,7791
Air India,DEL,COK,1,,21,3,2077.09,960,5704
IndiGo,CCU,BLR,1,,21,5,1654.62,300,5268
GoAir,BLR,DEL,0,,6,6,1709.71,120,3898
SpiceJet,CCU,BLR,0,,15,3,1547.27,120,3847
Multiple carriers,DEL,COK,1,,12,6,2201.6,660,10877
Multiple carriers,DEL,COK,1,,9,4,2201.6,600,8371
Multiple carriers,DEL,COK,1,,6,6,2084.71,900,7038
Jet Airways,CCU,BLR,1,,9,6,2500.36,540,14571
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,780,11841
Jet Airways,DEL,COK,2,,18,5,2263.95,1380,15129
SpiceJet,CCU,BLR,0,2.0,15,6,1547.27,120,3841
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,1500,10262
Air India,CCU,BLR,0,,6,4,1547.27,120,4460
IndiGo,BLR,DEL,0,,3,3,1709.71,120,7648
Vistara,CCU,BLR,1,,6,6,3022.67,780,8610
IndiGo,MAA,CCU,0,,18,6,1387.26,120,3597
IndiGo,DEL,COK,1,,24,6,2084.71,480,6442
IndiGo,DEL,COK,1,,9,3,2201.6,840,12351
Multiple carriers,DEL,COK,1,,21,5,2201.6,480,14067
IndiGo,BLR,DEL,0,,15,5,1709.71,120,4823
Vistara,CCU,BLR,1,,24,3,3022.67,1740,12102
Jet Airways,BOM,HYD,0,,24,5,623.54,60,8040
IndiGo,BLR,DEL,0,,3,3,1709.71,120,7648
IndiGo,DEL,COK,1,,9,5,2278.33,300,6582
Vistara,BLR,DEL,0,,12,6,1709.71,120,4668
IndiGo,BLR,DEL,0,,1,4,1709.71,120,4823
SpiceJet,CCU,BLR,0,,1,5,1547.27,120,3873
Multiple carriers,DEL,COK,1,,18,5,2201.6,480,8476
IndiGo,DEL,COK,1,,27,5,2278.33,300,5636
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,660,8586
IndiGo,BLR,DEL,0,,6,6,1709.71,120,4823
Air India,DEL,COK,0,,6,3,2048.6,120,6881
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,480,10844
IndiGo,CCU,BLR,1,,24,4,1547.97,180,4226
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,1380,12373
Air India,CCU,BLR,2,,6,6,3102.9100000000003,780,10697
Jet Airways,BOM,HYD,0,1.0,3,6,623.54,60,4995
Air India,DEL,COK,2,,24,6,2263.95,1560,9443
Jet Airways,DEL,COK,2,1.0,18,5,2206.24,1320,13029
Jet Airways,DEL,COK,2,,21,3,2220.7799999999997,2040,12347
Multiple carriers,DEL,COK,1,,9,6,2201.6,480,7408
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,840,7064
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,900,13843
IndiGo,CCU,BLR,0,,12,4,1547.27,120,4174
Multiple carriers,DEL,COK,3,,15,5,2313.05,540,16294
SpiceJet,CCU,BLR,0,2.0,18,5,1547.27,120,3841
IndiGo,BLR,DEL,0,,15,6,1709.71,120,4423
Air India,DEL,COK,0,,12,6,2048.6,120,5201
Air India,BLR,DEL,2,,3,3,2002.61,1680,12599
IndiGo,BOM,HYD,0,,21,5,623.54,60,4049
Air India,CCU,BLR,2,,24,5,3455.42,1500,12797
Jet Airways,CCU,BLR,1,,24,5,3022.67,840,13067
Vistara,CCU,BLR,1,,24,5,3022.67,1320,9345
IndiGo,DEL,COK,1,,21,5,2084.71,420,6818
Jet Airways,BOM,HYD,0,,3,5,623.54,60,8040
Jet Airways,DEL,COK,2,,12,6,2895.09,1080,14300
Multiple carriers,DEL,COK,1,,15,5,2201.6,420,13727
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,1020,7832
Multiple carriers,DEL,COK,1,,9,3,2201.6,480,16259
IndiGo,BLR,DEL,0,,27,6,1709.71,120,4823
Jet Airways,BLR,DEL,1,,6,3,1971.87,1200,16736
Air India,CCU,BLR,2,,6,6,3332.1,1200,13217
Multiple carriers,DEL,COK,1,,27,3,2201.6,480,6637
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,1020,10844
Multiple carriers,DEL,COK,1,1.0,21,3,2201.6,540,8401
SpiceJet,CCU,BLR,0,,12,4,1547.27,120,3873
Jet Airways,DEL,COK,2,1.0,24,6,2895.09,480,12410
Jet Airways,DEL,COK,2,,18,5,2263.95,780,15129
IndiGo,BLR,DEL,0,,1,5,1709.71,120,4423
Jet Airways,DEL,COK,1,,27,5,2201.6,360,16079
Air India,CCU,BLR,2,,6,6,3023.86,1080,15894
Multiple carriers,DEL,COK,1,,15,5,2201.6,840,9103
Air India,DEL,COK,1,,12,6,2077.09,1320,8991
Air India,CCU,BLR,2,,1,4,2513.88,1500,7893
IndiGo,BOM,HYD,0,,3,3,623.54,60,4575
SpiceJet,CCU,BLR,0,,3,5,1547.27,120,3873
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,900,7832
IndiGo,MAA,CCU,0,,1,5,1387.26,120,3597
Jet Airways,CCU,BLR,1,,24,3,2500.36,1560,13759
Jet Airways,BLR,DEL,0,,27,5,1709.71,180,7229
SpiceJet,CCU,BLR,0,,15,4,1547.27,120,3873
Multiple carriers,DEL,COK,1,,15,5,2201.6,780,9794
Air India,DEL,COK,1,,27,3,2077.09,1080,6681
IndiGo,BLR,DEL,0,,21,4,1709.71,180,4423
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,660,10844
IndiGo,DEL,COK,1,,1,6,2201.6,660,7258
Jet Airways,BOM,HYD,0,1.0,12,6,623.54,60,4995
Jet Airways,DEL,COK,1,,9,6,2201.6,1320,14924
Vistara,BLR,DEL,1,,15,3,1977.76,1620,6590
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,900,10262
SpiceJet,CCU,BLR,0,,9,3,1547.27,120,5515
Jet Airways,DEL,COK,2,1.0,27,3,2263.95,1440,6643
IndiGo,BOM,HYD,0,,24,6,623.54,60,2754
IndiGo,DEL,COK,1,,9,6,2077.09,300,6493
IndiGo,CCU,BLR,1,,24,5,1874.71,300,6218
Air India,DEL,COK,2,,6,6,2308.95,780,10861
IndiGo,DEL,COK,1,,6,3,2084.71,480,7094
SpiceJet,BOM,HYD,0,,24,3,623.54,60,2227
Jet Airways,BLR,DEL,0,1.0,21,4,1709.71,180,4544
Air India,BLR,DEL,2,,21,3,3206.37,600,7664
Jet Airways,BLR,DEL,0,,27,6,1709.71,180,8016
Air Asia,CCU,BLR,0,,27,5,1547.27,120,3807
Air India,DEL,COK,2,,3,6,2671.33,720,12698
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,1320,8586
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,1320,7064
IndiGo,DEL,COK,0,,9,6,2048.6,180,5601
SpiceJet,DEL,COK,1,,21,5,2278.33,360,7317
Air India,CCU,BLR,3,,6,5,4087.1899999999996,1440,12797
IndiGo,CCU,BLR,1,,6,4,1654.62,240,4226
Jet Airways,CCU,BLR,1,,12,5,3022.67,360,14151
IndiGo,DEL,COK,1,,27,3,2201.6,840,6628
IndiGo,BLR,DEL,0,,9,3,1709.71,120,8033
Multiple carriers,DEL,COK,1,,1,6,2201.6,480,11200
IndiGo,CCU,BLR,0,,24,6,1547.27,120,4804
Air Asia,CCU,BLR,1,,12,6,3022.67,720,5192
Jet Airways,DEL,COK,2,,12,6,2206.24,1080,13014
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,1500,10844
Multiple carriers,DEL,COK,1,,6,3,2201.6,480,15603
GoAir,BLR,DEL,0,,3,4,1709.71,120,4239
Jet Airways,CCU,BLR,1,,12,6,2500.36,1200,13044
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1440,12898
SpiceJet,CCU,BLR,1,,1,4,2300.57,480,6013
Jet Airways,CCU,BLR,1,,6,5,2500.36,360,14781
Jet Airways,DEL,COK,1,,21,3,2201.6,600,12557
Multiple carriers,DEL,COK,1,,6,3,2201.6,840,13875
Jet Airways,DEL,COK,2,1.0,15,6,2232.34,1080,11507
Air India,CCU,BLR,0,,18,6,1547.27,120,5510
GoAir,CCU,BLR,1,,24,3,2842.31,420,10198
Jet Airways,CCU,BLR,1,,12,6,2538.47,420,8355
Jet Airways,BLR,DEL,0,,1,6,1709.71,180,8016
IndiGo,DEL,COK,1,,27,5,2201.6,600,6314
Air India,DEL,COK,0,,9,3,2048.6,120,5831
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,540,10262
Multiple carriers,DEL,COK,1,1.0,6,3,2201.6,660,15136
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,780,7832
SpiceJet,MAA,CCU,0,,24,3,1387.26,120,3859
IndiGo,CCU,BLR,0,,6,4,1547.27,120,4174
Jet Airways,BLR,DEL,1,,6,3,1971.87,300,19225
IndiGo,DEL,COK,1,,9,3,2201.6,960,10518
IndiGo,BLR,DEL,0,,6,4,1709.71,120,4823
Air India,BLR,DEL,0,,24,3,1709.71,120,7276
Multiple carriers,DEL,COK,1,,9,6,2201.6,540,12192
Air Asia,DEL,COK,1,,1,6,2077.09,840,11410
Air India,CCU,BLR,2,,21,5,3728.94,900,13033
Jet Airways,BLR,DEL,1,,1,3,1971.87,540,26890
IndiGo,CCU,BLR,0,,27,6,1547.27,120,4804
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,1500,10844
Air India,DEL,COK,2,,12,6,2335.87,1800,12436
IndiGo,BLR,DEL,0,,21,6,1709.71,120,4823
IndiGo,BOM,HYD,0,,3,6,623.54,60,2227
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,900,10262
Jet Airways,DEL,COK,1,,3,3,2201.6,1200,17024
Jet Airways,DEL,COK,2,1.0,27,3,2648.88,1320,9296
Air India,DEL,COK,0,,6,6,2048.6,180,6094
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,1200,8586
Jet Airways,DEL,COK,2,1.0,15,6,2600.67,1260,10919
GoAir,CCU,BLR,1,,9,6,2842.31,420,9495
Jet Airways,DEL,COK,1,,12,6,2201.6,360,14714
Air India,DEL,COK,0,,24,6,2048.6,180,5201
Air India,DEL,COK,2,,27,3,2292.0699999999997,1380,7090
IndiGo,BOM,HYD,0,,15,5,623.54,60,4575
Multiple carriers,DEL,COK,1,,15,5,2084.71,540,9646
IndiGo,DEL,COK,1,,12,6,2278.33,300,5636
Multiple carriers,DEL,COK,1,,15,6,2084.71,540,9646
Jet Airways,BOM,HYD,0,1.0,9,3,623.54,60,4050
Jet Airways,DEL,COK,1,,9,6,2201.6,1260,14714
IndiGo,CCU,BLR,0,,18,6,1547.27,120,4804
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,1440,10577
GoAir,BLR,DEL,0,,15,6,1709.71,120,3898
Jet Airways,CCU,BLR,1,,6,6,2500.36,960,14571
Jet Airways,DEL,COK,2,1.0,15,6,2600.67,1260,10919
Jet Airways,BLR,DEL,0,,18,6,1709.71,120,8016
IndiGo,DEL,COK,1,,21,3,2084.71,420,6287
Air India,CCU,BLR,1,,6,6,2500.36,900,8366
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,420,15400
Vistara,BLR,DEL,0,,3,3,1709.71,120,8553
SpiceJet,CCU,BLR,0,2.0,9,4,1547.27,120,3841
Air India,DEL,COK,2,,9,4,2308.95,1500,10021
SpiceJet,MAA,CCU,0,,24,6,1387.26,120,3597
IndiGo,MAA,CCU,0,,24,5,1387.26,120,4332
GoAir,BLR,DEL,0,,21,6,1709.71,120,3898
Jet Airways,BOM,HYD,2,,6,3,2423.95,1620,21375
Vistara,CCU,BLR,1,,6,6,3022.67,960,8610
IndiGo,CCU,BLR,0,,15,6,1547.27,120,4804
Air India,DEL,COK,2,,1,6,4043.05,1680,13591
Jet Airways,CCU,BLR,1,,6,5,2500.36,540,14781
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,300,9134
Air India,DEL,COK,2,,9,6,2600.67,1500,10493
Jet Airways,BLR,DEL,1,1.0,24,3,1971.87,1260,8147
SpiceJet,CCU,BLR,0,,21,6,1547.27,120,3873
Jet Airways,CCU,BLR,1,,9,6,2500.36,1020,14571
Air India,BLR,DEL,2,,3,3,2029.24,600,11003
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,540,10262
Jet Airways,DEL,COK,1,,21,3,2201.6,960,12719
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,1320,10262
Air India,BLR,DEL,0,,21,6,1709.71,120,7171
SpiceJet,BLR,DEL,0,,27,4,1709.71,120,4423
Multiple carriers,DEL,COK,1,1.0,9,3,2201.6,480,12616
Air India,DEL,COK,2,,1,6,2955.43,1560,12970
Jet Airways,CCU,BLR,1,,24,3,2500.36,720,14914
Jet Airways,BOM,HYD,0,1.0,6,5,623.54,60,3210
GoAir,BLR,DEL,0,,21,4,1709.71,120,4632
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,600,12373
IndiGo,CCU,BLR,0,,15,6,1547.27,120,4804
Multiple carriers,DEL,COK,3,,3,3,2313.05,540,21829
Multiple carriers,DEL,COK,1,,1,6,2201.6,780,13587
Jet Airways,DEL,COK,2,,27,6,2263.95,1740,12819
Air Asia,DEL,COK,1,,27,3,2077.09,660,6151
Jet Airways,BLR,DEL,0,,1,6,1709.71,120,8016
Multiple carriers,DEL,COK,1,,6,3,2201.6,660,15135
IndiGo,DEL,COK,1,,21,5,2201.6,480,6794
Vistara,CCU,BLR,1,,15,5,3022.67,1620,8610
Air India,CCU,BLR,2,,18,5,3045.77,1800,12723
Air India,CCU,BLR,1,,6,6,1547.97,1500,7662
Multiple carriers,DEL,COK,1,,9,3,2201.6,480,14343
Multiple carriers,DEL,COK,1,,1,6,2201.6,900,6795
SpiceJet,CCU,BLR,0,,9,5,1547.27,120,3873
IndiGo,BOM,HYD,0,,12,6,623.54,60,2754
Air India,BOM,HYD,1,,6,3,2873.4700000000003,900,16666
Multiple carriers,DEL,COK,1,,1,6,2201.6,420,11098
Jet Airways,CCU,BLR,1,1.0,9,6,3022.67,1740,10539
Air India,DEL,COK,1,,27,5,2201.6,720,9929
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1380,10844
Jet Airways,CCU,BLR,1,,6,6,3022.67,1680,12692
Jet Airways,DEL,COK,1,1.0,21,3,2201.6,420,9212
Multiple carriers,DEL,COK,1,,15,5,2201.6,600,13727
Air Asia,BLR,DEL,0,,15,6,1709.71,120,4282
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,1260,10844
Air India,DEL,COK,1,,27,6,2278.33,960,7480
IndiGo,BLR,DEL,0,,1,5,1709.71,180,4823
Jet Airways,DEL,COK,1,1.0,18,5,2201.6,780,12373
Multiple carriers,DEL,COK,1,,21,3,2201.6,540,7215
Air India,DEL,COK,1,,9,5,2278.33,1620,7480
Multiple carriers,DEL,COK,1,,24,6,2201.6,720,8143
IndiGo,BLR,DEL,0,,3,5,1709.71,120,4823
Jet Airways,CCU,BLR,1,1.0,6,6,2500.36,720,10844
SpiceJet,BLR,DEL,0,,12,4,1709.71,120,5621
Vistara,CCU,BLR,1,,18,5,3022.67,1440,9555
IndiGo,BLR,DEL,0,,21,3,1709.71,120,4777
SpiceJet,BLR,DEL,0,,3,3,1709.71,120,7648
IndiGo,CCU,BLR,1,,1,4,2051.69,240,10308
Jet Airways,DEL,COK,2,,24,5,2335.87,420,21219
IndiGo,CCU,BLR,1,,6,5,2051.69,240,11319
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,1380,10844
Multiple carriers,DEL,COK,1,,9,5,2201.6,420,15078
SpiceJet,BOM,HYD,0,,1,5,623.54,60,2017
Air Asia,CCU,BLR,0,,1,6,1547.27,120,4409
IndiGo,DEL,COK,1,,9,6,2084.71,240,5054
Air India,BLR,DEL,2,,15,3,3502.44,960,10111
SpiceJet,BLR,DEL,0,2.0,18,3,1709.71,120,4273
Jet Airways,DEL,COK,2,1.0,21,3,3860.0299999999997,1680,8728
Air India,CCU,BLR,1,,24,5,2500.36,900,8576
Jet Airways,BLR,DEL,0,,3,6,1709.71,180,8016
Jet Airways,BLR,DEL,0,,9,6,1709.71,120,8016
Jet Airways,CCU,BLR,1,,18,5,3022.67,1620,14151
IndiGo,BLR,DEL,0,,15,4,1709.71,120,4423
Jet Airways,BOM,HYD,0,1.0,15,6,623.54,60,4050
Jet Airways,CCU,BLR,1,,6,5,2500.36,300,14781
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,720,8586
Air Asia,CCU,BLR,1,,21,5,1547.97,180,5162
Jet Airways,CCU,BLR,1,,9,6,2500.36,420,13731
Jet Airways,DEL,COK,1,1.0,21,3,2201.6,900,7438
Jet Airways,CCU,BLR,1,,15,5,3022.67,1500,14151
Vistara,BLR,DEL,0,,12,4,1709.71,120,5613
IndiGo,CCU,BLR,1,,15,5,1662.88,240,5380
Jet Airways,DEL,COK,1,1.0,21,3,2201.6,960,7438
Multiple carriers,DEL,COK,1,,1,6,2084.71,900,9646
Air Asia,DEL,COK,1,,15,5,2077.09,600,6853
Jet Airways,BLR,DEL,1,,18,3,1971.87,360,13555
IndiGo,DEL,COK,1,,15,6,2201.6,480,5883
IndiGo,DEL,COK,1,,9,3,2084.71,420,6171
IndiGo,BOM,HYD,0,,21,5,623.54,60,3175
IndiGo,DEL,COK,1,,27,3,2247.8900000000003,300,4832
Multiple carriers,DEL,COK,1,,1,6,2201.6,540,13377
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,480,10262
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,1080,10262
Air India,DEL,COK,2,,18,5,2206.24,1140,8603
Jet Airways,CCU,BLR,1,1.0,6,6,2500.36,1320,8586
Vistara,CCU,BLR,1,,21,5,3022.67,720,8452
Jet Airways,CCU,BLR,1,,24,3,2500.36,1380,14231
Jet Airways,DEL,COK,1,,21,5,2201.6,660,16289
SpiceJet,BLR,DEL,0,,3,3,1709.71,120,6860
IndiGo,BOM,HYD,0,,9,5,623.54,60,2754
Multiple carriers,DEL,COK,1,,9,6,2084.71,900,9646
Air India,MAA,CCU,0,,27,5,1387.26,120,4667
IndiGo,CCU,BLR,0,,21,4,1547.27,120,4804
IndiGo,BLR,DEL,0,,9,3,1709.71,120,4545
Jet Airways,BLR,DEL,1,,1,3,1971.87,1260,25735
Jet Airways,DEL,COK,2,,21,3,2206.24,1320,12647
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,1080,8586
IndiGo,MAA,CCU,0,,9,6,1387.26,120,5277
IndiGo,DEL,COK,1,,27,3,2201.6,840,6206
Air Asia,BLR,DEL,0,,12,4,1709.71,120,4483
Vistara,CCU,BLR,1,,24,5,3022.67,1500,9870
SpiceJet,CCU,BLR,0,2.0,27,6,1547.27,120,3841
SpiceJet,CCU,BLR,0,2.0,27,3,1547.27,120,3815
IndiGo,BLR,DEL,0,,24,3,1709.71,120,6860
Jet Airways,CCU,BLR,1,,1,5,3022.67,840,12121
Jet Airways,DEL,COK,1,1.0,27,3,2201.6,480,5963
SpiceJet,BLR,DEL,0,,6,6,1709.71,120,3625
SpiceJet,CCU,BLR,0,2.0,15,6,1547.27,120,3841
IndiGo,BLR,DEL,0,,12,6,1709.71,120,4823
Multiple carriers,DEL,COK,1,,12,6,2084.71,360,9646
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,600,10152
IndiGo,DEL,COK,1,,3,6,2084.71,900,7514
Jet Airways,BLR,DEL,1,,6,3,1971.87,660,16736
Jet Airways,CCU,BLR,1,,6,5,2500.36,900,13584
Air India,CCU,BLR,2,,21,5,3102.9100000000003,1380,11222
IndiGo,MAA,CCU,0,,1,5,1387.26,120,3850
Vistara,BLR,DEL,0,,24,3,1709.71,120,7608
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,1200,10844
Multiple carriers,DEL,COK,1,,9,6,2201.6,480,7408
Vistara,MAA,CCU,0,,18,5,1387.26,120,3687
SpiceJet,DEL,COK,1,,3,3,2077.09,360,11726
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,1560,9663
Air India,CCU,BLR,2,,24,3,3728.94,1800,12829
IndiGo,DEL,COK,1,,27,6,2201.6,300,6069
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,1620,8529
Vistara,CCU,BLR,1,,9,5,3022.67,360,8085
Vistara,BLR,DEL,0,,15,5,1709.71,120,4878
IndiGo,BLR,DEL,0,,3,4,1709.71,120,4077
IndiGo,CCU,BLR,1,,9,5,2300.57,300,7605
Jet Airways,DEL,COK,2,,15,6,2206.24,1320,13014
IndiGo,DEL,COK,1,,3,3,2084.71,840,11600
Jet Airways,CCU,BLR,1,,12,5,3022.67,960,14151
Air India,DEL,COK,2,,24,6,2955.43,1080,12497
Jet Airways,DEL,COK,1,,6,3,2201.6,960,17024
SpiceJet,MAA,CCU,0,,9,3,1387.26,120,6300
Multiple carriers,DEL,COK,1,,6,3,2201.6,420,15147
Multiple carriers,DEL,COK,1,,1,6,2201.6,720,6795
IndiGo,BOM,HYD,0,,3,3,623.54,60,5755
Air India,CCU,BLR,1,,12,5,3022.67,1140,10203
Jet Airways,DEL,COK,1,,6,6,2201.6,960,14714
IndiGo,BLR,DEL,0,,18,3,1709.71,120,4545
Jet Airways,CCU,BLR,1,,15,5,2500.36,840,14781
Air India,BLR,DEL,2,,12,3,2774.23,1620,11602
IndiGo,BOM,HYD,0,,6,5,623.54,60,4049
Jet Airways,DEL,COK,2,1.0,9,5,2206.24,1320,13029
Jet Airways,CCU,BLR,1,,9,6,2500.36,720,14571
Air India,BLR,DEL,0,,9,6,1709.71,120,6961
SpiceJet,CCU,BLR,1,,15,5,2300.57,480,6381
SpiceJet,CCU,BLR,0,2.0,1,4,1547.27,120,3841
Jet Airways,DEL,COK,2,,21,3,2648.88,1320,11538
Vistara,CCU,BLR,1,,6,5,3022.67,1440,8610
Air India,DEL,COK,2,,6,3,2955.43,2160,11552
Multiple carriers,DEL,COK,1,,1,6,2201.6,840,7408
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,960,10262
Air India,CCU,BLR,2,,6,5,3045.77,1620,10991
Multiple carriers,DEL,COK,1,,9,6,2201.6,420,13587
Air India,DEL,COK,1,,15,5,2278.33,1200,7480
IndiGo,BLR,DEL,1,,9,3,1740.3,300,6351
Multiple carriers,DEL,COK,1,1.0,27,5,2201.6,420,7153
Air Asia,CCU,BLR,0,,6,5,1547.27,120,4409
IndiGo,CCU,BLR,1,,15,5,2300.57,300,7228
Multiple carriers,DEL,COK,1,,27,3,2201.6,600,11667
SpiceJet,CCU,BLR,1,,12,6,1654.62,300,4649
Air India,CCU,BLR,2,,9,5,3097.4700000000003,1200,12592
Multiple carriers,DEL,COK,1,,12,6,2201.6,480,11789
Air India,MAA,CCU,0,,1,6,1387.26,120,4667
Air Asia,CCU,BLR,1,,21,5,3022.67,720,9719
Air India,DEL,COK,1,,27,3,2201.6,360,6902
Jet Airways,CCU,BLR,1,,21,5,2500.36,480,14781
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,840,10844
Air India,CCU,BLR,2,,24,3,2947.8700000000003,1920,11522
Air India,BLR,DEL,0,,21,4,1709.71,120,6121
Vistara,CCU,BLR,1,,6,6,3022.67,360,8610
Air Asia,CCU,BLR,0,,24,3,1547.27,120,5620
IndiGo,CCU,BLR,0,,27,5,1547.27,120,4804
Multiple carriers,DEL,COK,1,,27,5,2201.6,600,7005
Jet Airways,DEL,COK,2,,1,5,2263.95,1140,15129
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,480,8586
Multiple carriers,DEL,COK,1,,18,5,2201.6,660,10197
Multiple carriers,DEL,COK,1,,27,3,2201.6,600,10667
IndiGo,CCU,BLR,1,,12,6,2051.69,240,11160
Air India,DEL,COK,2,,27,5,2671.33,1800,12488
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,660,10844
